City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
468,Kurilsk,RU,2020-01-06 04:46:33,45.23,147.88,25.52,66,93,29.33,light snow,0.0,1.44
469,Yelizovo,RU,2020-01-06 04:46:33,53.19,158.38,33.8,59,75,22.37,broken clouds,0.0,0.0
470,Inirida,CO,2020-01-06 04:38:25,3.87,-67.92,70.79,69,0,4.14,clear sky,0.0,0.0
471,Marienburg,DE,2020-01-06 04:46:33,52.12,9.98,43.0,80,75,5.82,broken clouds,0.0,0.0
472,Senanga,ZM,2020-01-06 04:46:34,-16.1,23.3,69.06,88,100,3.74,light rain,1.38,0.0
473,Male,UA,2020-01-06 04:46:34,50.74,33.7,26.64,94,18,6.78,few clouds,0.0,0.0
474,Madang,CN,2020-01-06 04:46:34,35.32,102.79,22.59,72,97,5.75,overcast clouds,0.0,0.0
475,Rabo De Peixe,PT,2020-01-06 04:46:35,37.8,-25.58,64.4,93,40,16.11,scattered clouds,0.0,0.0
476,Tura,RU,2020-01-06 04:46:36,64.27,100.22,14.38,92,100,5.99,overcast clouds,0.0,0.0
477,Quatre Cocos,MU,2020-01-06 04:37:29,-20.21,57.76,75.99,100,75,11.41,light intensity shower rain,0.0,0.0
478,Fougamou,GA,2020-01-06 04:46:37,-1.22,10.59,74.16,95,100,0.6,overcast clouds,0.0,0.0
479,Mamallapuram,IN,2020-01-06 04:46:37,12.63,80.17,82.0,88,75,3.36,mist,0.0,0.0
480,Lata,IN,2020-01-06 04:40:15,30.78,78.62,22.1,79,100,5.35,overcast clouds,0.0,0.0
481,Amsterdam,NL,2020-01-06 04:44:15,52.37,4.89,45.0,87,75,11.41,broken clouds,0.0,0.0
482,Pontianak,ID,2020-01-06 04:46:37,-0.02,109.34,89.69,60,64,4.18,light rain,0.81,0.0
483,Isangel,VU,2020-01-06 04:37:06,-19.55,169.27,87.8,52,40,11.41,scattered clouds,0.0,0.0
484,Nampula,MZ,2020-01-06 04:46:38,-15.12,39.26,73.4,83,75,3.36,broken clouds,0.0,0.0
485,Mount Pleasant,US,2020-01-06 04:38:44,33.16,-94.97,50.0,70,1,4.29,clear sky,0.0,0.0
486,Sungaipenuh,ID,2020-01-06 04:46:39,-2.08,101.38,79.16,55,11,3.53,few clouds,0.0,0.0
487,Chapais,CA,2020-01-06 04:36:39,49.78,-74.86,5.0,84,90,2.24,light snow,0.0,0.0
488,Bouar,CF,2020-01-06 04:46:39,5.94,15.59,68.47,31,18,6.96,few clouds,0.0,0.0
489,Guerrero Negro,MX,2020-01-06 04:37:08,27.97,-114.04,61.2,72,54,9.86,broken clouds,0.0,0.0
490,Nowa Deba,PL,2020-01-06 04:46:39,50.43,21.75,26.01,92,40,5.82,scattered clouds,0.0,0.0
491,Shenjiamen,CN,2020-01-06 04:37:42,29.96,122.3,60.82,93,39,17.02,scattered clouds,0.0,0.0
492,Yantal,RU,2020-01-06 04:46:40,56.85,105.25,16.57,93,96,8.19,light snow,0.0,0.25
493,Urengoy,RU,2020-01-06 04:46:40,65.96,78.37,6.89,86,1,9.6,clear sky,0.0,0.0
494,Conde,BR,2020-01-06 04:38:52,-11.81,-37.61,79.81,82,100,14.52,overcast clouds,0.0,0.0
495,Flin Flon,CA,2020-01-06 04:38:08,54.77,-101.88,-6.92,95,53,2.71,broken clouds,0.0,0.0
496,Verkhnyaya Toyma,RU,2020-01-06 04:46:41,62.24,45.0,9.7,92,0,4.94,clear sky,0.0,0.0
497,Japura,ID,2020-01-06 04:46:41,-0.42,102.29,90.07,46,77,5.77,broken clouds,0.0,0.0
498,Charters Towers,AU,2020-01-06 04:46:41,-20.07,146.27,88.83,43,37,16.84,scattered clouds,0.0,0.0
499,Zeya,RU,2020-01-06 04:46:41,53.74,127.27,-7.19,92,61,0.22,broken clouds,0.0,0.0
500,Nolinsk,RU,2020-01-06 04:46:42,57.56,49.93,22.3,95,91,5.82,overcast clouds,0.0,0.0
501,Puerto Escondido,MX,2020-01-06 04:38:47,15.86,-97.07,77.0,73,5,6.93,clear sky,0.0,0.0
502,Gambela,ET,2020-01-06 04:39:12,8.25,34.59,80.06,45,0,2.44,clear sky,0.0,0.0
503,Lazaro Cardenas,MX,2020-01-06 04:37:32,28.39,-105.62,46.99,52,5,6.93,clear sky,0.0,0.0
504,Isagarh,IN,2020-01-06 04:46:42,24.84,77.89,68.97,32,0,5.79,clear sky,0.0,0.0
505,Manosque,FR,2020-01-06 04:46:43,43.83,5.78,44.01,92,0,3.53,clear sky,0.0,0.0
506,Malyye Derbety,RU,2020-01-06 04:46:43,47.95,44.68,32.81,91,62,5.73,broken clouds,0.0,0.0
507,Comodoro Rivadavia,AR,2020-01-06 04:46:43,-45.87,-67.48,59.0,58,20,8.05,few clouds,0.0,0.0
508,Pangkalanbuun,ID,2020-01-06 04:46:43,-2.68,111.62,85.64,78,95,2.91,light rain,2.19,0.0
509,Qasigiannguit,GL,2020-01-06 04:46:44,68.82,-51.19,8.6,71,100,12.75,light shower snow,0.0,0.0
510,Kupang,ID,2020-01-06 04:40:51,-10.16,123.6,86.0,79,75,14.99,broken clouds,0.0,0.0
511,Makakilo City,US,2020-01-06 04:37:44,21.35,-158.09,77.0,73,90,4.7,overcast clouds,0.0,0.0
512,Baoning,CN,2020-01-06 04:46:44,25.34,110.03,73.4,64,20,6.71,few clouds,0.0,0.0
513,Weligama,LK,2020-01-06 04:46:44,5.97,80.42,88.99,51,8,9.73,clear sky,0.0,0.0
514,Abatskoye,RU,2020-01-06 04:46:45,56.29,70.46,13.48,94,96,9.64,overcast clouds,0.0,0.0
515,Awjilah,LY,2020-01-06 04:46:45,29.14,21.3,49.26,69,0,19.26,clear sky,0.0,0.0
516,Alice Springs,AU,2020-01-06 04:39:04,-23.7,133.88,75.2,53,75,5.82,broken clouds,0.0,0.0
517,Hegang,CN,2020-01-06 04:46:45,47.34,130.28,9.01,89,100,4.47,overcast clouds,0.0,0.0
518,Lebedinyy,RU,2020-01-06 04:46:46,58.52,125.52,12.31,92,100,19.73,light snow,0.0,0.75
519,Atbasar,KZ,2020-01-06 04:46:46,51.81,68.36,23.31,95,98,3.91,overcast clouds,0.0,0.0
520,Oranjestad,AW,2020-01-06 04:33:52,12.52,-70.03,78.8,83,20,2.24,few clouds,0.0,0.0
521,Marzuq,YE,2020-01-06 04:46:46,14.4,46.47,73.47,43,2,1.83,clear sky,0.0,0.0
522,Vagur,FO,2020-01-06 04:46:47,61.47,-6.81,48.9,84,100,44.22,overcast clouds,0.0,0.0
523,Deep River,CA,2020-01-06 04:46:47,46.1,-77.49,17.01,85,1,5.82,clear sky,0.0,0.0
524,Linxia,CN,2020-01-06 04:37:00,35.6,103.21,22.59,72,97,5.75,overcast clouds,0.0,0.0
525,Doha,QA,2020-01-06 04:38:05,25.29,51.53,64.4,72,16,8.05,few clouds,0.0,0.0
526,Flinders,AU,2020-01-06 04:33:25,-34.58,150.85,73.0,77,90,10.29,overcast clouds,0.0,0.0
527,Taoudenni,ML,2020-01-06 04:39:41,22.68,-3.98,46.45,24,47,4.23,scattered clouds,0.0,0.0
528,Thanh Hoa,VN,2020-01-06 04:46:48,10.21,106.33,86.0,66,17,3.36,few clouds,0.0,0.0
529,Xucheng,CN,2020-01-06 04:46:48,33.0,118.51,49.84,92,100,7.0,light rain,0.19,0.0
530,Sola,TZ,2020-01-06 04:37:19,-3.17,33.8,70.38,74,58,1.28,light rain,2.19,0.0
531,Kunming,CN,2020-01-06 04:46:49,25.04,102.71,62.01,71,75,24.61,broken clouds,0.0,0.0
532,Mount Isa,AU,2020-01-06 04:38:28,-20.73,139.49,100.4,24,75,8.05,broken clouds,0.0,0.0
533,Rio Grande,BR,2020-01-06 04:36:54,-32.03,-52.1,72.0,91,53,1.01,broken clouds,0.0,0.0
534,Kawambwa,ZM,2020-01-06 04:46:49,-9.8,29.07,69.33,88,91,2.64,light rain,0.5,0.0
535,Baruun-Urt,MN,2020-01-06 04:38:14,46.68,113.28,10.38,91,66,8.23,broken clouds,0.0,0.0
536,Udachnyy,RU,2020-01-06 04:40:14,66.42,112.4,-0.4,84,90,6.71,light snow,0.0,0.0
537,Dingle,PH,2020-01-06 04:46:50,11.0,122.67,80.33,82,78,14.18,light rain,1.56,0.0
538,Egvekinot,RU,2020-01-06 04:46:50,66.32,-179.17,-12.69,85,0,8.9,clear sky,0.0,0.0
539,Lerwick,GB,2020-01-06 04:46:50,60.15,-1.15,50.0,93,100,17.22,overcast clouds,0.0,0.0
540,Salinopolis,BR,2020-01-06 04:40:52,-0.61,-47.36,81.48,77,73,12.1,light rain,1.69,0.0
541,Quang Ngai,VN,2020-01-06 04:46:51,15.12,108.8,76.19,76,1,7.09,clear sky,0.0,0.0
542,Kiruna,SE,2020-01-06 04:45:47,67.86,20.23,23.0,92,77,11.41,broken clouds,0.0,0.0
543,Vilhena,BR,2020-01-06 04:38:51,-12.74,-60.15,71.6,100,20,6.93,few clouds,0.0,0.0
544,Champerico,MX,2020-01-06 04:40:11,16.38,-93.6,66.2,72,5,8.05,clear sky,0.0,0.0
545,Beckley,US,2020-01-06 04:46:52,37.78,-81.19,41.0,92,50,11.54,scattered clouds,0.0,0.0
546,Nabire,ID,2020-01-06 04:46:52,-3.36,135.5,87.08,65,81,5.99,broken clouds,0.0,0.0
547,Two Hills,CA,2020-01-06 04:46:53,53.71,-111.75,25.74,78,42,10.71,scattered clouds,0.0,0.0
548,Manokwari,ID,2020-01-06 04:46:53,-0.87,134.08,78.33,89,66,7.92,moderate rain,3.56,0.0
549,Issoire,FR,2020-01-06 04:46:53,45.54,3.25,33.8,86,0,11.41,clear sky,0.0,0.0
550,Cockburn Town,TC,2020-01-06 04:35:53,21.46,-71.14,77.0,73,26,6.82,scattered clouds,0.0,0.0
551,Iqaluit,CA,2020-01-06 04:46:54,63.75,-68.52,-14.8,62,75,11.41,light snow,0.0,0.0
552,Karasuk,RU,2020-01-06 04:46:54,53.73,78.03,23.76,97,72,5.68,broken clouds,0.0,0.0
553,Sanmenxia,CN,2020-01-06 04:46:54,34.77,111.19,34.79,98,100,4.74,light snow,0.0,0.81
554,Coihueco,CL,2020-01-06 04:46:54,-36.63,-71.83,55.4,82,15,3.36,few clouds,0.0,0.0
555,Zonguldak,TR,2020-01-06 04:46:55,41.25,31.83,32.29,70,100,2.53,overcast clouds,0.0,0.0
556,Sur,OM,2020-01-06 04:46:55,22.57,59.53,74.8,57,59,7.52,broken clouds,0.0,0.0
557,Karasburg,NA,2020-01-06 04:40:39,-28.01,18.75,66.9,49,0,1.07,clear sky,0.0,0.0
558,Castelnau-Le-Lez,FR,2020-01-06 04:46:55,43.64,3.91,44.6,70,90,8.05,overcast clouds,0.0,0.0
559,Anamur,TR,2020-01-06 04:46:55,36.08,32.84,51.8,87,75,11.41,thunderstorm with light rain,0.0,0.0
560,Chumikan,RU,2020-01-06 04:37:51,54.72,135.31,2.19,87,0,3.0,clear sky,0.0,0.0
561,Mogadishu,SO,2020-01-06 04:37:32,2.04,45.34,80.6,74,75,11.41,broken clouds,0.0,0.0
562,Houma,CN,2020-01-06 04:46:56,35.63,111.36,35.37,89,100,3.53,light snow,0.0,0.12
563,Sayyan,YE,2020-01-06 04:45:08,15.17,44.32,61.5,54,0,5.21,clear sky,0.0,0.0
564,Beba,CU,2020-01-06 04:46:57,22.44,-79.73,62.6,82,78,4.7,broken clouds,0.0,0.0
